Symbol,EndDate,Quarter,NetIncome,StockholdersEquity,TotalAssets,NetSales,ROE,Percent_Growth
MDEX,2017-12-31,FY,-53273,-377208,21041,6675,0.1412297724332464,-20.407515431904756
PBH,2017-12-31,Q3,379257000,1217437000,3897922000,784939000,1.2460833702277818,-30.25745947590283
LCUT,2017-12-31,FY,2154000,210279000,401521000,579476000,0.010243533591086129,-42.411764930276306
TFX,2017-12-31,FY,152530000,2430531000,6181492000,2146303000,0.06275583401322592,-0.09029000565173624
ET,2017-08-31,Q2,-17491,-30292,444,0,2.309652713587746,1.2089756725764458
SMHI,2017-12-31,FY,-38540000,508191000,1008504000,173783000,-0.07583762797845692,-2.7983474040199376
BNET,2017-12-31,Q2,-1040587,-13537913,35068,0,0.30745861640564537,-2.985080601935728
ATNI,2017-12-31,FY,48894000,688727000,1205605000,481193000,0.07099184437375042,29.632951663242203
DAN,2017-12-31,FY,116000000,1013000000,5644000000,7209000000,0.11451135241855874,-57.551019479329156
LEG,2017-12-31,FY,292700000,1190200000,3550800000,3943800000,0.24592505461267014,-25.177599422040693
QNBC,2017-12-31,FY,8289000,98570000,1152337000,38102000,0.08409252308004464,-14.158302542161975
CNOB,2017-12-31,FY,43220000,565437000,5108442000,181324000,0.07643645534338928,-30.798474179067696
RWT,2017-12-31,Q4,140406000,1212287000,7039822000,248057000,0.46327643536555285,3.3175338925639752
CTAS,2017-11-30,Q2,354320000,2553033000,6978801000,3217944000,0.5551357933877079,19.435969493277177
SOFO,2017-12-31,Q1,320000,4203000,26220000,3080000,0.304544373066857,-76.19047723015254
NGS,2017-12-31,FY,19851000,257319000,298310000,20208000,0.07714548867359192,-42.462684644519314
WWW,2017-12-30,FY,-700000,949600000,2399000000,2350000000,-0.0007371524852569503,-0.27692354642427885
OLN,2017-12-31,FY,549500000,2753700000,9218300000,6268400000,0.19954969677161638,-46.69579184294364
MGM,2017-12-31,FY,2096418000,7612652000,29159178000,10773904000,0.27538602841690385,-29.185315634624615
ANIK,2017-12-31,FY,31816000,263491000,282617000,107783000,0.12074795723573101,-41.832087738454184
TCCO,2017-12-30,Q1,-51966,3452565,3767646,1116593,-0.060205673173423235,-72.28260863931509
SANW,2017-12-31,Q2,-2217393,84381553,161993581,31244512,-0.10511268973681961,-51.64557104900733
CODA,2018-01-31,Q1,-167939,19569598,28963661,3050557,-0.034326509926264195,32.84518045841606
TSQ,2017-12-31,FY,-10273000,381080000,1056358000,507434000,-0.02695759420594101,-46.701846932502754
CLEV,2018-01-31,Q2,-32502,-261922,25380,2010,0.4963615122059239,-7.692300638503319
AGEN,2017-12-31,FY,-120692492,-75815792,138402024,42877086,1.591917578332493,-32.48586386083524
REGN,2017-12-31,FY,1198511000,6144078000,8764286000,3718463000,0.19506767329451222,-5.222166928278189
FNEC,2017-09-30,Q3,-24240,-712607,1874,0,0.13606377708891437,-8.333334989017844
UNIR,2017-12-31,FY,-107213,15392391,62654302,98138060,-0.006965324620456952,7.142857142857142
LCTC,2017-12-31,FY,14603,5926104,8091359,7629474,0.00246418220132485,-23.648648343876914
DRQ,2017-12-31,FY,-100639000,1294461000,1399805000,351132000,-0.07774587260643619,-40.10111146159526
KN,2017-12-31,FY,68300000,1132100000,1549800000,744200000,0.06033035950887731,-11.066932136561611
ADMT,2017-12-31,Q3,10625,3678125,4473850,3237103,0.01155480033984707,-11.111116630059483
STKL,2017-12-30,FY,-134568000,240346000,982173000,1279593000,-0.5598928211827948,-50.76923307347339
CGA,2017-12-31,Q2,12920935,418945944,478223287,126732145,0.12336613050012009,-60.79999923706054
SDON,2017-12-31,FY,-18578,-21556,270,0,0.8618482093152718,66.66667287548397
EGN,2017-12-31,FY,306828000,3438457000,5033895000,987438000,0.08923421174090587,21.94792609214255
MULE,2017-12-31,FY,-79980000,232947000,492596000,296456000,-0.34333990135095105,88.2974210019632
VCTR,2017-12-31,FY,25826000,231183000,792622000,409629000,0.11171236639372273,-19.82758719912604
AMTY,2017-12-31,Q2,-66224,1258523,1904924,1792660,-0.21048165190465332,0.0
CMTV,2017-12-31,FY,6231298,57935854,667045595,26440949,0.10755512467288392,-10.81081081081081
CINF,2017-12-31,FY,1045000000,8243000000,21843000000,5732000000,0.12677423268227586,4.830321142379657
APD,2017-12-31,Q1,161700000.0,10215300000.0,18208800000.0,2216600000.0,0.06331678952159996,-2.906167432925077
SYPR,2017-12-31,FY,-10822000,16930000,57155000,82294000,-0.6392203189604253,-39.85507346531645
RRTS,2016-12-31,FY,-360320000,197468000,933554000,2033200000,-1.824700711001276,-29.330889092575617
BRC,2018-01-31,Q2,30109000,731973000,1034385000,577931000,0.16453612360018743,15.424840590533087
EVRI,2017-12-31,FY,-51903000,-140633000,1537074000,974948000,0.3690670041882062,-32.88043522274223
CSL,2017-12-31,FY,365500000.0,2528300000.0,5299800000.0,4089900000.0,0.14456354071906025,-15.291905048567203
WEN,2017-12-31,FY,194029000,573203000,4096938000,622802000,0.3384996240424422,-4.227938684350158
ESS,2017-12-31,FY,458043000,6277406000,12495706000,1363899000,0.07296692296149078,2.4908345892746246
FN,2017-12-29,Q2,40346000,721770000,1037937000,694385000,0.22359477395846322,76.79442623565285
SEM,2017-12-31,FY,177184000,823368000,5127166000,4443603000,0.21519417805889954,-14.18282312547776
BIIB,2017-12-31,FY,2539100000,12612800000,23652600000,10354700000,0.20131136623113027,-12.164474004443619
GKOS,2017-12-31,FY,-92000,138202000,165836000,159254000,-0.0006656922475796298,106.05612774840804
RHP,2017-12-31,FY,176100000,378156000,2524228000,1184719000,0.4656808301335957,-4.5382529313976665
MRVL,2018-02-03,FY,520831000,4141413000,4708287000,2409170000,0.12576166636845926,-13.770494058676116
GNL,2017-12-31,FY,23586000,1413166000,3038595000,259295000,0.016690183601926454,-14.48711515044966
MTRX,2017-12-31,Q2,8356000,335586000,557866000,552821000,0.09959891056241917,-5.355188978651244
INFN,2017-12-30,FY,-194506000,665365000,1117670000,610535000,-0.29232977388350756,-41.22938483574926
QRON,2017-12-31,FY,-1423440,20273,73579,0,-70.21358457061116,-17.857143161248192
CTLT,2017-12-31,Q2,-18100000,1005500000,4387100000,1150200000,-0.07200397812033814,-26.879164839017783
SEAS,2017-12-31,FY,-202386000,287466000,2085782000,1263324000,-0.704034564087579,61.566089424231464
ETSY,2017-12-31,FY,81800000,396894000,605583000,441231000,0.20610036936814363,127.02832975869522
TEL,2017-12-29,Q1,-40000000,9631000000,18811000000,3480000000,-0.016613020454781434,-21.34890648155752
OMEX,2017-12-31,FY,-11021142,-22605719,2972426,11854,0.4875377774978093,-10.632913195538665
CCL,2018-02-28,Q1,391000000,24382000000,41441000000,4232000000,0.06414568124025921,-13.794653791299183
HYSR,2017-12-31,Q2,-1853222,-5682102,135836,0,1.3046031204649264,83.33333074632621
